Calculated;Benchmark
7.344595650882177;11.227819354071212
26.196599902940534;25.654943449451743
1.6238348313916515;2.086330072246028
0.0;0.7513512851845674
5.09028544210519;11.016520330729062
2.724350976110485;3.204983760775025
3.332777758383881;3.209650918987864
11.029015413015186;16.43281978796578
0.11345726891785013;1.0250483882331516
10.070641553551352;5.037774400629797
9.59554999067079;7.174978477164766
5.037360742333044;2.3548906098990754
0.4443034146311883;0.5694599514911834
14.411987991847028;11.203976845797062
9.024120882278222;13.054578533729615
11.459101127484685;16.502498000004948
8.6273535794051;1.9073977018861878
4.759669480882886;8.192426330201416
2.6874690245798583;1.6735155793430043
1.2342839083878643;1.1050011644850704
22.01893416050624;16.054899942691772
8.809056462088568;16.228752146813072
0.4676234637982362;4.115110803256886
4.017260632926368;2.6194642414152085
18.477362538858035;16.748930655295727
6.1932817814524785;7.5776256647056375
1.1352469672903256;1.06616785641141
2.0802113369786315;3.172530458890273
20.88093494786117;26.234761720665574
9.356899010037827;7.9949636160232025
8.732826044497404;9.36540010068808
7.543012701947306;6.126227644210081
3.037090675065021;1.9842890348091882
0.22185547709306708;1.1312598529679476
9.205144713831128;10.140837842299986
3.1430365549576353;1.691787722843928
0.0;2.120087980472789
1.9030356042160703;5.30166751021205
5.975473269897877;5.2761295689501635
7.8082635030859855;7.521723717729611
12.44493228809226;8.46484953548996
6.601147628440386;4.4464958066840525
4.699307980328887;10.658339297704067
3.0718904714364244;2.385229047918965
2.6793769302062067;4.656769125949707
15.093216059121684;16.079447376466916
4.216512590457512;6.864732275885071
12.225048930288095;9.130886088038821
0.7111024724102467;1.8121322912349669
0.0;0.5679895017800538
2.9213998854699788;5.4312235029014495
24.859872213892594;23.911137109474478
19.421264738069674;19.463827003602788
3.890483502560485;5.588851794024191
13.54130452529039;16.562002617848528
1.6437202956566066;2.1374531641142673
10.068006779686943;9.614626855380099
4.45369470662886;4.1262818710560785
10.880134475209807;10.281226131844585
5.085876550134613;10.24157818091649
5.459418049331064;8.107458464578816
3.4336515942495867;2.102198439928238
1.9980726619115872;3.6790200740609786
8.412179116522701;6.023406279770503
0.8040353463762893;2.925919828218797
3.1534498582506583;4.13127073451404
3.3923340741855887;4.402481276476952
25.85981660738213;27.138500022251833
8.908380522846489;10.665388971040752
3.640448147297109;4.280070476420595
0.5319475893424503;3.670821980858899
5.815746951769164;4.560291591684212
2.5258835864136877;7.2769479704571856
4.207737053469849;2.840958627454187
2.2274635218636964;3.375234178347429
10.783199983821063;7.364944014990827
10.52061310718415;5.794378878004349
1.08421441173595;2.266998618493583
9.49838750960931;10.303628351770115
9.696620416085183;8.713076215051464
1.4339366998679648;2.361256611805466
13.059194131994213;16.98839286840969
3.6493867779572984;3.8802862116637344
7.38673224455526;7.510081636548106
6.062484449681122;5.071538297392544
14.939310279627946;17.772389940560558
2.253471564450261;6.6906981061233575
15.640401679761755;18.927905406527987
7.444736630296126;12.16788338529409
6.3299795228663704;6.978390142027784
21.888221732635024;19.3090671987208
24.937991523817765;22.991589260658245
2.8854706095222404;2.4718373680675896
6.128431804285748;4.412083106199475
10.325892738059515;5.602383659531111
12.063251829006433;11.351888916739064
17.831285711357175;18.616422855604085
0.910902256601006;1.0917657533647518
10.567448065317718;14.789489677319033
1.5698453437918316;5.078744327969563
