Calculated;Benchmark
12.25592257044243;11.227819354071212
22.244661563920634;25.654943449451743
3.121109873440351;2.086330072246028
0.0;0.7513512851845674
5.591018602119968;11.016520330729062
2.131578131790563;3.204983760775025
3.481192372191453;3.209650918987864
12.658144372258066;16.43281978796578
0.21045998859773757;1.0250483882331516
5.987760828314064;5.037774400629797
9.742175694656298;7.174978477164766
2.7767710739835345;2.3548906098990754
0.0;0.5694599514911834
12.536019856590114;11.203976845797062
11.955929376907457;13.054578533729615
14.677555622408336;16.502498000004948
1.0644932372175577;1.9073977018861878
4.908092093525936;8.192426330201416
2.022047905338603;1.6735155793430043
1.4230267448440168;1.1050011644850704
15.276420493120902;16.054899942691772
10.34074357160721;16.228752146813072
4.259359459410692;4.115110803256886
2.9332684350199036;2.6194642414152085
18.106605336929924;16.748930655295727
5.46361110977261;7.5776256647056375
2.217602187378506;1.06616785641141
4.933781427651188;3.172530458890273
18.020939419202566;26.234761720665574
8.985845413652356;7.9949636160232025
5.466485937859089;9.36540010068808
4.93342286541466;6.126227644210081
2.55194465540899;1.9842890348091882
0.8098450148059324;1.1312598529679476
13.933876086683581;10.140837842299986
1.6565924516732369;1.691787722843928
0.9712877412991066;2.120087980472789
6.476439533608179;5.30166751021205
6.821580859409213;5.2761295689501635
5.3126100997145995;7.521723717729611
8.118313545648881;8.46484953548996
2.9004738598645075;4.4464958066840525
11.853143464683054;10.658339297704067
4.769297926003166;2.385229047918965
3.748644839757981;4.656769125949707
18.057982979718165;16.079447376466916
4.4539542440871;6.864732275885071
10.993766011188049;9.130886088038821
1.682631978443837;1.8121322912349669
0.017692717848624584;0.5679895017800538
2.5801147469213395;5.4312235029014495
23.91521339390704;23.911137109474478
18.08102792206811;19.463827003602788
2.4701693661406408;5.588851794024191
13.788609894545612;16.562002617848528
3.5122772754862837;2.1374531641142673
11.133230708631041;9.614626855380099
6.7597421022502076;4.1262818710560785
8.62063567930279;10.281226131844585
11.160903728561948;10.24157818091649
5.7445290036918655;8.107458464578816
2.2507402280561664;2.102198439928238
4.0008160058451185;3.6790200740609786
5.171591647836595;6.023406279770503
1.6333366320097822;2.925919828218797
5.087777049980465;4.13127073451404
3.0089420210747093;4.402481276476952
26.644616037644038;27.138500022251833
8.056578414407047;10.665388971040752
3.120679748111178;4.280070476420595
1.9579438590913496;3.670821980858899
4.297863356640611;4.560291591684212
1.0312648746950355;7.2769479704571856
2.3293931768492477;2.840958627454187
3.812738853844965;3.375234178347429
5.730515960849548;7.364944014990827
5.934488642899847;5.794378878004349
4.737261168375374;2.266998618493583
10.340057183635924;10.303628351770115
12.541105715791662;8.713076215051464
1.2497884320292307;2.361256611805466
14.735500149954653;16.98839286840969
4.44951010204443;3.8802862116637344
7.324678222442883;7.510081636548106
5.014075161167337;5.071538297392544
17.651237053671146;17.772389940560558
2.155580262737382;6.6906981061233575
12.319306063090643;18.927905406527987
9.251948080309543;12.16788338529409
3.876986164633026;6.978390142027784
14.756838232883668;19.3090671987208
23.6641480351521;22.991589260658245
3.428275023499117;2.4718373680675896
5.361706307890151;4.412083106199475
12.342385964162641;5.602383659531111
13.194324047954407;11.351888916739064
19.76466498534616;18.616422855604085
0.20588462679004865;1.0917657533647518
11.132903229901352;14.789489677319033
2.1394283782757193;5.078744327969563
